@timestamp,agent.type,destination.bytes,destination.ip,destination.port,event.type,host.ip,host.os.version,network.packets,network.transport,network.type,source.ip,source.port
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,9575,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1059,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1078,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1010,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2492,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,5226,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1099,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,497,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,3801,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,700,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,32781,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,6502,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1494,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2301,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2607,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,7443,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1087,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,50001,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,3995,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2009,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1108,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1434,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,89,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1089,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,6007,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,5414,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,5904,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1583,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1094,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1972,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,8500,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,9618,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1117,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,3551,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1148,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,9080,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1102,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,60020,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,5810,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,65129,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,10629,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1138,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1187,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1154,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2048,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,9111,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,32770,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,9081,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,3369,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,49159,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,3766,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,15660,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,44443,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2047,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,12345,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,3689,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1073,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,11111,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,5950,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,8651,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,668,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,83,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,6901,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,49999,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,3000,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,5910,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,163,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1056,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,49157,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,32783,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,6969,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1058,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,3971,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1100,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,9290,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,9594,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,10778,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,515,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,6389,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,4443,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2106,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,3878,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1198,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,20828,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1080,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1761,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,7070,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1500,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1097,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,6,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2920,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,3517,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,6005,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,7025,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1052,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2382,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,5802,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,27356,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,5544,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,12265,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,9593,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,62078,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,9666,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,4005,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1300,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1594,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2909,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,6789,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,543,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,60443,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,843,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1201,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2222,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,417,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1068,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,32782,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1002,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,254,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,51493,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2701,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,12174,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2170,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,992,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,20221,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,5200,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,9011,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,10012,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,16000,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1287,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,11110,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,52673,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,901,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,7000,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2100,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,9502,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,1840,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,55056,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2998,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,16080,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2004,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2144,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,4445,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,24,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2007,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,6689,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,346B,172.16.0.2,8009,connection,172.16.0.2,8 (jessie),10,tcp,ipv4,172.16.0.9,47528
"Oct 23, 2022 @ 22:08:30.800",packetbeat,272B,172.16.0.2,8009,connection,172.16.0.2,8 (jessie),8,tcp,ipv4,172.16.0.9,45028
"Oct 23, 2022 @ 22:08:30.800",packetbeat,272B,172.16.0.2,8009,connection,172.16.0.2,8 (jessie),8,tcp,ipv4,172.16.0.9,45042
"Oct 23, 2022 @ 22:08:30.800",packetbeat,272B,172.16.0.2,8009,connection,172.16.0.2,8 (jessie),8,tcp,ipv4,172.16.0.9,45050
"Oct 23, 2022 @ 22:08:30.800",packetbeat,277B,172.16.0.2,8009,connection,172.16.0.2,8 (jessie),10,tcp,ipv4,172.16.0.9,45054
"Oct 23, 2022 @ 22:08:30.800",packetbeat,2.9KB,172.16.0.2,8009,connection,172.16.0.2,8 (jessie),14,tcp,ipv4,172.16.0.9,45058
"Oct 23, 2022 @ 22:08:30.800",packetbeat,1.5KB,172.16.0.2,8009,connection,172.16.0.2,8 (jessie),14,tcp,ipv4,172.16.0.9,45062
"Oct 23, 2022 @ 22:08:30.800",packetbeat,591B,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),7,tcp,ipv4,172.16.0.2,41256
"Oct 23, 2022 @ 22:08:30.800",packetbeat,-,-,-,connection,172.16.0.2,8 (jessie),1,-,-,-,-
"Oct 23, 2022 @ 22:08:30.800",packetbeat,42B,-,-,connection,172.16.0.2,8 (jessie),3,-,-,-,-
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,80,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,58B,172.16.0.2,8080,connection,172.16.0.2,8 (jessie),3,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,993,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,443,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,53,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,995,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,3306,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,5000,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,5060,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,9090,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,8000,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,8002,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,5432,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,2049,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:30.800",packetbeat,54B,172.16.0.2,8443,connection,172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,40170
