@timestamp,agent.type,destination.bytes,destination.ip,destination.port,event.type,host.ip,host.os.version,network.packets,network.transport,network.type,source.ip,source.port
"Oct 23, 2022 @ 22:50:30.000",packetbeat,254.9KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,178",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:50:20.801",packetbeat,441.7KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"6,066",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:50:20.003",packetbeat,248.6KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,115",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:50:20.003",packetbeat,468.6KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,609",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:50:20.001",packetbeat,254.4KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,174",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:50:10.800",packetbeat,441.2KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"6,062",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:50:10.003",packetbeat,468.1KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,605",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:50:10.003",packetbeat,248.1KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,111",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:50:10.001",packetbeat,253.9KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,170",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:50:00.801",packetbeat,440.7KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"6,058",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:50:00.004",packetbeat,467.6KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,601",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:50:00.002",packetbeat,247.6KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,107",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:50:00.000",packetbeat,253.5KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,166",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:49:50.800",packetbeat,440.3KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"6,054",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:49:50.003",packetbeat,467.1KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,597",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:49:50.003",packetbeat,247.1KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,103",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:49:50.000",packetbeat,253KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,162",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:49:40.801",packetbeat,439.8KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"6,050",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:49:40.003",packetbeat,466.7KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,593",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:49:40.002",packetbeat,246.7KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,099",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:49:40.001",packetbeat,252.5KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,158",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:49:30.801",packetbeat,439.3KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"6,046",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:49:30.003",packetbeat,466.2KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,589",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:49:30.003",packetbeat,246.2KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,095",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:49:30.001",packetbeat,252KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,154",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:49:20.802",packetbeat,438.8KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"6,042",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:49:20.003",packetbeat,465.7KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,585",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:49:20.003",packetbeat,245.7KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,091",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:49:20.000",packetbeat,251.6KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,150",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:49:10.801",packetbeat,438.4KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"6,038",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:49:10.003",packetbeat,465.3KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,581",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:49:10.003",packetbeat,245.2KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,087",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:49:10.000",packetbeat,251.1KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,146",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:49:00.801",packetbeat,437.9KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"6,034",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:49:00.005",packetbeat,244.8KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,083",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:49:00.004",packetbeat,464.8KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,577",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:49:00.001",packetbeat,250.6KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,142",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:48:50.801",packetbeat,437.4KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"6,030",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:48:50.003",packetbeat,464.3KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,573",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:48:50.003",packetbeat,244.3KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,079",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:48:50.001",packetbeat,250.2KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,138",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:48:40.801",packetbeat,436.9KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"6,026",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:48:40.002",packetbeat,463.8KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,569",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:48:40.002",packetbeat,243.8KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,075",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:48:40.000",packetbeat,249.7KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,134",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:48:30.801",packetbeat,436.5KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"6,022",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:48:30.003",packetbeat,243.3KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,071",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:48:30.003",packetbeat,463.4KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,565",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:48:30.001",packetbeat,249.2KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,130",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:48:20.802",packetbeat,436KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"6,018",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:48:20.003",packetbeat,242.9KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,067",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:48:20.003",packetbeat,462.9KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,561",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:48:20.001",packetbeat,248.7KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,126",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:48:10.801",packetbeat,435.5KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"6,014",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:48:10.002",packetbeat,462.4KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,557",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:48:10.002",packetbeat,242.4KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,063",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:48:10.000",packetbeat,248.3KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,122",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:48:00.801",packetbeat,435.1KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"6,010",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:48:00.004",packetbeat,461.9KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,553",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:48:00.003",packetbeat,241.9KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,059",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:48:00.001",packetbeat,247.8KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,118",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:47:50.801",packetbeat,434.6KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"6,006",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:47:50.002",packetbeat,241.4KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,055",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:47:50.002",packetbeat,461.5KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,549",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:47:50.001",packetbeat,247.3KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,114",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:47:40.801",packetbeat,434.1KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"6,002",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:47:40.003",packetbeat,461KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,545",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:47:40.002",packetbeat,241KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,051",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:47:40.000",packetbeat,246.8KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,110",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:47:30.801",packetbeat,433.6KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,998",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:47:30.003",packetbeat,460.5KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,541",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:47:30.002",packetbeat,246.4KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,106",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:47:30.002",packetbeat,240.5KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,047",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:47:20.801",packetbeat,433.2KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,994",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:47:20.002",packetbeat,240KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,043",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:47:20.002",packetbeat,460KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,537",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:47:20.001",packetbeat,245.9KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,102",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:47:10.802",packetbeat,432.7KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,990",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:47:10.006",packetbeat,459.6KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,533",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:47:10.003",packetbeat,239.5KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,039",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:47:10.001",packetbeat,245.4KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,098",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:47:00.801",packetbeat,432.2KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,986",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:47:00.004",packetbeat,459.1KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,529",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:47:00.002",packetbeat,239.1KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,035",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:47:00.000",packetbeat,244.9KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,094",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:46:50.802",packetbeat,431.7KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,982",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:46:50.003",packetbeat,458.6KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,525",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:46:50.002",packetbeat,238.6KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,031",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:46:50.000",packetbeat,244.5KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,090",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:46:40.801",packetbeat,431.3KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,978",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:46:40.005",packetbeat,458.1KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,521",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:46:40.002",packetbeat,238.1KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,027",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:46:40.001",packetbeat,244KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,086",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:46:30.801",packetbeat,430.8KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,974",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:46:30.003",packetbeat,237.6KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,023",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:46:30.003",packetbeat,457.7KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,517",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:46:30.000",packetbeat,243.5KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,082",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:46:20.800",packetbeat,430.3KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,970",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:46:20.004",packetbeat,457.2KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,513",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:46:20.002",packetbeat,237.2KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,019",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:46:20.001",packetbeat,243KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,078",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:46:10.801",packetbeat,429.8KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,966",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:46:10.003",packetbeat,456.7KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,509",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:46:10.003",packetbeat,236.7KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,015",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:46:10.000",packetbeat,242.6KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,074",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:46:00.801",packetbeat,429.4KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,962",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:46:00.003",packetbeat,236.2KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,011",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:46:00.002",packetbeat,456.2KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,505",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:46:00.001",packetbeat,242.1KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,070",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:45:50.801",packetbeat,428.9KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,958",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:45:50.003",packetbeat,455.8KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,501",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:45:50.002",packetbeat,235.8KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,007",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:45:50.001",packetbeat,241.6KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,066",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:45:40.800",packetbeat,428.4KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,954",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:45:40.004",packetbeat,235.3KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,003",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:45:40.003",packetbeat,455.3KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,497",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:45:40.000",packetbeat,241.1KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,062",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:45:30.800",packetbeat,428KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,950",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:45:30.003",packetbeat,454.8KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,493",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:45:30.002",packetbeat,234.8KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,999",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:45:30.001",packetbeat,240.7KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,058",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:45:20.802",packetbeat,427.5KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,946",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:45:20.002",packetbeat,454.3KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,489",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:45:20.002",packetbeat,234.3KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,995",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:45:20.001",packetbeat,240.2KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,054",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:45:10.802",packetbeat,427KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,942",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:45:10.002",packetbeat,453.9KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,485",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:45:10.002",packetbeat,233.9KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,991",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:45:10.000",packetbeat,239.7KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,050",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:45:00.801",packetbeat,426.5KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,938",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:45:00.002",packetbeat,453.4KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,481",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:45:00.002",packetbeat,233.4KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,987",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:45:00.001",packetbeat,239.2KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,046",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:44:50.802",packetbeat,426.1KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,934",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:44:50.004",packetbeat,232.9KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,983",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:44:50.003",packetbeat,452.9KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,477",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:44:50.000",packetbeat,238.8KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,042",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:44:40.801",packetbeat,425.6KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"5,930",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:44:40.003",packetbeat,452.5KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"6,473",tcp,ipv4,172.16.0.9,44870
"Oct 23, 2022 @ 22:44:40.002",packetbeat,232.4KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,979",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:44:40.001",packetbeat,238.3KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"2,038",tcp,ipv4,172.16.0.4,54032
